sensor_id;sensor_type;location;lat;lon;timestamp;temperature;humidity
38938;DHT22;24727;51.974;20.868;2025-06-01T00:00:12;15.20;99.90
939;DHT22;456;53.584;9.968;2025-06-01T00:00:12;15.80;67.90
4615;DHT22;2320;51.362;6.946;2025-06-01T00:00:12;16.10;99.90
21861;DHT22;11095;48.066;8.540;2025-06-01T00:00:12;16.60;99.90
92990;DHT22;85248;51.50971404;7.17188627;2025-06-01T00:00:12;17.20;92.30
7290;DHT22;63176;52.678;13.250;2025-06-01T00:00:12;17.20;99.90
87310;DHT22;78159;50.82448540;3.25209582;2025-06-01T00:00:12;17.40;97.90
28257;DHT22;15520;48.80274517;9.10123408;2025-06-01T00:00:12;17.60;99.90
3334;DHT22;1679;50.392;8.008;2025-06-01T00:00:12;17.60;99.90
22633;DHT22;11483;55.828;37.488;2025-06-01T00:00:12;17.70;99.90
34195;DHT22;20462;50.78922580;12.94075930;2025-06-01T00:00:12;17.70;99.90
52217;DHT22;38183;53.13013790;6.40843120;2025-06-01T00:00:12;18.30;99.90
13713;DHT22;6928;50.546;7.120;2025-06-01T00:00:12;18.35;92.65
1592;DHT22;789;51.612;7.510;2025-06-01T00:00:12;18.70;1.00
3896;DHT22;1963;48.804;8.358;2025-06-01T00:00:12;18.70;99.90
55642;DHT22;41509;53.108;6.100;2025-06-01T00:00:12;19.50;99.90
19680;DHT22;9989;48.962;9.182;2025-06-01T00:00:12;19.60;99.90
12841;DHT22;6487;48.626;12.486;2025-06-01T00:00:12;20.30;99.90
1277;DHT22;631;51.024;13.826;2025-06-01T00:00:12;20.40;1.00
23540;DHT22;11947;50.810;4.394;2025-06-01T00:00:12;20.50;99.90
25680;DHT22;13532;50.95431772;5.34201354;2025-06-01T00:00:12;20.70;99.90
418;DHT22;49;48.530;9.200;2025-06-01T00:00:12;21.60;99.90
32698;DHT22;19087;51.062;3.754;2025-06-01T00:00:12;21.80;95.70
90915;DHT22;83110;48.970;8.410;2025-06-01T00:00:12;21;99.9
24744;DHT22;12844;52.110;5.548;2025-06-01T00:00:12;22.40;56.90
19281;DHT22;9774;52.034;5.342;2025-06-01T00:00:12;24.00;62.50
84902;DHT22;75166;51.198;6.010;2025-06-01T00:00:12;24.90;54.90
12682;DHT22;6405;59.208;18.216;2025-06-01T00:00:12;5.70;99.90
22574;DHT22;11453;52.052;20.430;2025-06-01T00:00:13;12.50;99.90
52321;DHT22;38261;54.090;13.382;2025-06-01T00:00:13;16.40;99.90
59313;DHT22;45084;51.486;7.366;2025-06-01T00:00:13;16.50;99.90
24562;DHT22;12728;48.00012520;16.23267988;2025-06-01T00:00:13;16.80;99.90
78992;DHT22;72820;44.838;37.674;2025-06-01T00:00:13;17.27;80.44
13172;DHT22;6651;53.200;10.432;2025-06-01T00:00:13;17.50;99.90
54768;DHT22;40662;53.40394310;6.21148560;2025-06-01T00:00:13;17.70;99.90
2611;DHT22;77760;51.172;16.590;2025-06-01T00:00:13;18.10;1.00
83817;DHT22;73834;52.98684299;6.01364940;2025-06-01T00:00:13;18.30;1.00
31923;DHT22;86135;51.77696720;8.81763090;2025-06-01T00:00:13;18.60;99.90
8662;DHT22;29684;47.722;9.388;2025-06-01T00:00:13;19.20;99.90
67275;DHT22;55463;52.324;5.122;2025-06-01T00:00:13;19.42;89.08
54429;DHT22;40337;52.978;6.310;2025-06-01T00:00:13;19.90;99.90
55209;DHT22;41080;45.94722000;12.60619000;2025-06-01T00:00:13;20.10;99.90
30624;DHT22;17392;49.76179300;7.98508200;2025-06-01T00:00:13;20.60;83.10
85816;DHT22;82649;51.220;4.442;2025-06-01T00:00:13;22.20;57.90
44729;DHT22;30457;53.590;9.922;2025-06-01T00:00:13;23.00;49.90
21169;DHT22;10742;51.816;8.662;2025-06-01T00:00:13;24.30;79.00
16283;DHT22;8249;48.708;9.030;2025-06-01T00:00:14;17.00;99.90
20068;DHT22;10194;50.824;7.134;2025-06-01T00:00:14;17.40;99.90
70734;DHT22;58320;48.804;9.252;2025-06-01T00:00:14;17.90;88.40
64869;DHT22;51349;52.424;10.840;2025-06-01T00:00:14;18.20;99.90
13944;DHT22;7044;53.286;8.534;2025-06-01T00:00:14;18.30;99.90
27779;DHT22;30234;48.090;11.464;2025-06-01T00:00:14;18.50;99.90
81063;DHT22;76914;45.12509418;19.84731975;2025-06-01T00:00:14;19.00;59.30
28773;DHT22;15925;51.222;5.678;2025-06-01T00:00:14;19.00;99.90
52979;DHT22;78914;53.186;6.598;2025-06-01T00:00:14;19.00;99.90
3860;DHT22;1945;52.036;8.614;2025-06-01T00:00:14;19.60;1.00
53120;DHT22;39014;52.77542000;6.93480630;2025-06-01T00:00:14;20.10;1.00
83721;DHT22;73703;51.17052227;4.98537093;2025-06-01T00:00:14;20.80;99.90
29453;DHT22;16424;50.956;5.320;2025-06-01T00:00:14;21.80;99.90
75792;DHT22;64410;48.17844458;16.38457596;2025-06-01T00:00:14;22.20;66.50
10083;DHT22;5080;48.528;8.078;2025-06-01T00:00:14;22.20;99.90
21439;DHT22;10880;50.302;18.736;2025-06-01T00:00:14;23.00;55.50
27188;DHT22;14708;50.872;5.306;2025-06-01T00:00:14;24.90;62.90
38646;DHT22;24407;54.36167875;18.56763055;2025-06-01T00:00:15;10.00;99.90
69162;DHT22;56269;51.738;21.652;2025-06-01T00:00:15;12.07;99.99
39407;DHT22;25122;47.82852762;19.03629988;2025-06-01T00:00:15;13.20;99.90
67605;DHT22;54418;52.21373054;5.96476912;2025-06-01T00:00:15;13.6;0.0
67361;DHT22;54242;51.64518400;11.04590000;2025-06-01T00:00:15;13.60;99.90
53922;DHT22;42089;51.16855026;17.11886376;2025-06-01T00:00:15;16.20;99.90
52897;DHT22;38760;50.55604700;30.27152400;2025-06-01T00:00:15;17.20;95.10
43087;DHT22;28708;52.224;6.924;2025-06-01T00:00:15;17.50;99.90
55097;DHT22;40995;52.88631450;6.02810383;2025-06-01T00:00:15;19.20;99.90
23721;DHT22;42950;52.134;5.578;2025-06-01T00:00:15;19.80;99.90
