sensor_id;sensor_type;location;lat;lon;timestamp;pressure;altitude;pressure_sealevel;temperature;humidity
113;BME280;45999;48.808;9.182;2025-01-01T07:58:40;98784.28;;;-2.54;100.00
113;BME280;45999;48.808;9.182;2025-01-01T08:01:05;98780.38;;;-2.49;100.00
113;BME280;45999;48.808;9.182;2025-01-01T08:03:35;98777.78;;;-2.38;100.00
113;BME280;45999;48.808;9.182;2025-01-01T08:06:00;98775.75;;;-2.34;100.00
113;BME280;45999;48.808;9.182;2025-01-01T08:08:30;98778.44;;;-2.25;100.00
113;BME280;45999;48.808;9.182;2025-01-01T08:10:55;98774.66;;;-2.21;100.00
113;BME280;45999;48.808;9.182;2025-01-01T08:13:25;98777.97;;;-2.19;100.00
113;BME280;45999;48.808;9.182;2025-01-01T08:15:51;98778.31;;;-2.12;100.00
113;BME280;45999;48.808;9.182;2025-01-01T08:18:20;98775.34;;;-2.08;100.00
113;BME280;45999;48.808;9.182;2025-01-01T08:20:46;98771.53;;;-2.04;100.00
113;BME280;45999;48.808;9.182;2025-01-01T08:23:16;98773.91;;;-2.01;100.00
113;BME280;45999;48.808;9.182;2025-01-01T08:25:41;98773.91;;;-2.01;100.00
113;BME280;45999;48.808;9.182;2025-01-01T08:28:11;98768.91;;;-1.93;100.00
113;BME280;45999;48.808;9.182;2025-01-01T08:30:36;98771.97;;;-1.88;100.00
113;BME280;45999;48.808;9.182;2025-01-01T08:33:05;98760.78;;;-1.79;100.00
113;BME280;45999;48.808;9.182;2025-01-01T08:35:31;98762.88;;;-1.73;100.00
113;BME280;45999;48.808;9.182;2025-01-01T08:38:00;98763.78;;;-1.63;100.00
113;BME280;45999;48.808;9.182;2025-01-01T08:40:26;98767.69;;;-1.57;100.00
113;BME280;45999;48.808;9.182;2025-01-01T08:42:55;98754.44;;;-1.45;100.00
113;BME280;45999;48.808;9.182;2025-01-01T08:45:21;98761.44;;;-1.45;100.00
113;BME280;45999;48.808;9.182;2025-01-01T08:47:51;98766.72;;;-1.36;100.00
113;BME280;45999;48.808;9.182;2025-01-01T08:50:17;98772.94;;;-1.27;100.00
113;BME280;45999;48.808;9.182;2025-01-01T08:52:46;98759.84;;;-1.16;100.00
113;BME280;45999;48.808;9.182;2025-01-01T08:55:12;98759.19;;;-1.09;100.00
113;BME280;45999;48.808;9.182;2025-01-01T08:57:41;98766.00;;;-0.97;100.00
113;BME280;45999;48.808;9.182;2025-01-01T09:00:07;98758.84;;;-0.95;100.00
113;BME280;45999;48.808;9.182;2025-01-01T09:02:36;98764.00;;;-0.84;100.00
113;BME280;45999;48.808;9.182;2025-01-01T09:05:02;98764.81;;;-0.83;100.00
113;BME280;45999;48.808;9.182;2025-01-01T09:07:32;98758.38;;;-0.79;100.00
113;BME280;45999;48.808;9.182;2025-01-01T09:09:57;98756.91;;;-0.72;100.00
113;BME280;45999;48.808;9.182;2025-01-01T09:12:27;98761.03;;;-0.70;100.00
113;BME280;45999;48.808;9.182;2025-01-01T09:14:53;98754.22;;;-0.52;100.00
113;BME280;45999;48.808;9.182;2025-01-01T09:17:23;98756.91;;;-0.63;100.00
113;BME280;45999;48.808;9.182;2025-01-01T09:19:49;98758.72;;;-0.63;100.00
113;BME280;45999;48.808;9.182;2025-01-01T09:22:18;98759.03;;;-0.57;100.00
113;BME280;45999;48.808;9.182;2025-01-01T09:24:44;98750.78;;;-0.52;100.00
113;BME280;45999;48.808;9.182;2025-01-01T09:27:15;98751.31;;;-0.49;100.00
113;BME280;45999;48.808;9.182;2025-01-01T09:29:40;98750.53;;;-0.40;100.00
113;BME280;45999;48.808;9.182;2025-01-01T09:32:10;98740.25;;;-0.32;100.00
113;BME280;45999;48.808;9.182;2025-01-01T09:34:36;98754.69;;;-0.28;100.00
113;BME280;45999;48.808;9.182;2025-01-01T09:37:05;98742.47;;;-0.18;100.00
113;BME280;45999;48.808;9.182;2025-01-01T09:39:31;98754.72;;;-0.09;100.00
113;BME280;45999;48.808;9.182;2025-01-01T09:42:00;98750.06;;;0.04;100.00
113;BME280;45999;48.808;9.182;2025-01-01T09:44:27;98749.78;;;0.08;100.00
113;BME280;45999;48.808;9.182;2025-01-01T09:46:56;98742.88;;;0.06;100.00
113;BME280;45999;48.808;9.182;2025-01-01T09:49:23;98746.88;;;0.10;100.00
113;BME280;45999;48.808;9.182;2025-01-01T09:51:54;98738.50;;;0.17;100.00
113;BME280;45999;48.808;9.182;2025-01-01T09:54:19;98735.06;;;0.26;100.00
113;BME280;45999;48.808;9.182;2025-01-01T09:56:50;98730.78;;;0.34;100.00
113;BME280;45999;48.808;9.182;2025-01-01T09:59:15;98725.97;;;0.39;100.00
113;BME280;45999;48.808;9.182;2025-01-01T10:01:45;98726.25;;;0.46;100.00
113;BME280;45999;48.808;9.182;2025-01-01T10:04:11;98731.88;;;0.51;100.00
113;BME280;45999;48.808;9.182;2025-01-01T10:06:41;98729.13;;;0.62;100.00
113;BME280;45999;48.808;9.182;2025-01-01T10:09:06;98720.97;;;0.65;100.00
